NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Familienstand;Haushaltsgröße;Haushaltsnettoeinkommen;Höchster Bildungsabschluss;Stadt;Urban (>100k Einw.);PLZ;Land;Platform;Beantwortungsdauer in Sek.;Beantwortungszeit;1. <p>Würdest du sagen, dass du generell glücklich bist?</p> (in ?);2. <p>Haben sich deine seelischen Belastungen in den letzten Jahren (z.B. durch Corona, Quarantäne und Isolation) eher verschlimmert oder verbessert?</p> (in ?);3. <p>Redest du mit anderen über deine seelischen Belastungen?</p>;"4. <p>Wie sehr stimmst du der folgenden Aussage zu: ""Reden hilft dabei, seelische Belastungen zu reduzieren""?</p> (in ?)";5. <p>Kannst du dir vorstellen, Hilfsangebote für seelische Belastungen (Therapie, Beratung) wahrzunehmen?</p>;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Therapie;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Coaching;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Beratung (z.B. psychologische Hilfe);6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Telefonische Beratung (z.B. Telefonseelsorge, Nummer gegen Kummer);6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Online-Beratung;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Krisenanlaufstellen;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Selbsthilfegruppen;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Freunde und Familie;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Tagebuch;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:Ärztin oder Arzt;6. <p>Welche Hilfsangebote für seelische Belastungen hast du bereits in Anspruch genommen?</p>:freetext;7. <p>Warum hast du bisher keine Hilfsangebote für seelische Belastungen (Psychotherapie, Beratungen) wahrgenommen?</p>:Ich habe mich bisher nicht getraut;7. <p>Warum hast du bisher keine Hilfsangebote für seelische Belastungen (Psychotherapie, Beratungen) wahrgenommen?</p>:Ich weiß nicht, wo ich mich informieren soll;7. <p>Warum hast du bisher keine Hilfsangebote für seelische Belastungen (Psychotherapie, Beratungen) wahrgenommen?</p>:Ich erhalte keinen Platz, der von der gesetzlichen Krankenkasse übernommen wird;7. <p>Warum hast du bisher keine Hilfsangebote für seelische Belastungen (Psychotherapie, Beratungen) wahrgenommen?</p>:Ich kann mir private Hilfsangebote nicht leisten;7. <p>Warum hast du bisher keine Hilfsangebote für seelische Belastungen (Psychotherapie, Beratungen) wahrgenommen?</p>:Ich halte meine seelischen Belastungen für nicht stark genug;7. <p>Warum hast du bisher keine Hilfsangebote für seelische Belastungen (Psychotherapie, Beratungen) wahrgenommen?</p>:freetext;8. <p>Wie leicht fällt es dir, über deine eigene seelische Belastung mit anderen zu sprechen?</p> (in ?);9. <p>Inwiefern stimmst du den folgenden Aussage zu: </p>:“Meine Eltern oder Sorgeberechtigten haben in meiner Kindheit/Jugend mit mir über seelische Belastungen gesprochen”?;9. <p>Inwiefern stimmst du den folgenden Aussage zu: </p>:“Meine Freunde und Freundinnen haben in meiner Kindheit/Jugend mit mir über seelische Belastungen gesprochen”?;9. <p>Inwiefern stimmst du den folgenden Aussage zu: </p>:“Ich würde mir wünschen, dass in meiner Familie offener mit seelischen Belastungen umgegangen wird.”;9. <p>Inwiefern stimmst du den folgenden Aussage zu: </p>:“Ich würde mir wünschen, dass in meiner Partnerschaft offener mit seelischen Belastungen umgegangen wird.”;9. <p>Inwiefern stimmst du den folgenden Aussage zu: </p>:“Ich würde mir wünschen, dass in der Gesellschaft offener mit seelischen Belastungen umgegangen wird.”;10. Immer mehr Menschen nutzen Online-Banking. Dies ist eine Kontrollfrage. Bitte wählen Sie die zweite Antwort.;11. <p>Könntest du dir vorstellen, ein Mental Health Angebot (Hilfe für seelische Belastung) im Internet zu nutzen?</p> (in ?);12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:Niemanden;12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:Nur meinen engsten Vertrauten, z.B. Partner/Partnerin;12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:Meinem engeren Umfeld (Familie, Freunde);12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:Meinem beruflichen Umfeld (Vorgesetzte, Kollegen/Kolleginnen);12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:Ich würde es reaktiv erzählen, wenn mich jemand fragt oder es sich ergibt;12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:Ich würde es aktiv kommunizieren, damit Menschen in meinem Umfeld Bescheid wissen;12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:Ich würde es öffentlich machen (z.B. soziale Medien), um anderen ein Vorbild zu sein;12. <p>Wem hast du oder würdest du es kommunizieren, wenn du ein Hilfsangebot für seelische Belastungen, wie eine Psychotherapie, wahrnehmen würdest?</p>:freetext;13. <p>Wie würdest du es bewerten, wenn dir eine Person erzählt, dass sie ein Hilfsangebot für seelische Belastung in Anspruch nimmt?</p> (in ?);14. <p>Was wäre für dich negativ daran?</p>:Ich möchte es nicht wissen/ es interessiert mich nicht;14. <p>Was wäre für dich negativ daran?</p>:Ich würde die Person anders wahrnehmen als zuvor;14. <p>Was wäre für dich negativ daran?</p>:Ich würde es als unangenehm empfinden;14. <p>Was wäre für dich negativ daran?</p>:Die Person zeigt damit Schwäche;14. <p>Was wäre für dich negativ daran?</p>:freetext;15. <p>Was wäre für dich positiv daran?</p>:Dass die Person sich ihren Gefühlen/Ängsten stellt;15. <p>Was wäre für dich positiv daran?</p>:Dass die Person wahrscheinlich reflektierter dadurch ist;15. <p>Was wäre für dich positiv daran?</p>:Dass die Person mutig ist, öffentlich darüber zu sprechen;15. <p>Was wäre für dich positiv daran?</p>:Dass die Person sich aktiv Hilfe sucht;15. <p>Was wäre für dich positiv daran?</p>:Die Person zeigt damit Stärke;15. <p>Was wäre für dich positiv daran?</p>:freetext;16. <p>Wie fühlst du dich dabei, anderen Menschen von dem Hilfsangebot, z.B. Psychotherapie oder deinen Therapieplänen, zu erzählen?</p>:Ich bin stolz darauf;16. <p>Wie fühlst du dich dabei, anderen Menschen von dem Hilfsangebot, z.B. Psychotherapie oder deinen Therapieplänen, zu erzählen?</p>:Ich schäme mich dafür;16. <p>Wie fühlst du dich dabei, anderen Menschen von dem Hilfsangebot, z.B. Psychotherapie oder deinen Therapieplänen, zu erzählen?</p>:Ich bin unsicher, wie anderen Menschen darauf reagieren;16. <p>Wie fühlst du dich dabei, anderen Menschen von dem Hilfsangebot, z.B. Psychotherapie oder deinen Therapieplänen, zu erzählen?</p>:freetext;"17. <p>Dies ist eine Kontrollfrage. Bitte gib ""Sonnenblume"" ein</p>"
116;f;51;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;4 Personen;Einkommen Kategorie 7;Postsekundäre nicht-tertiäre Ausbildung;Haltern am See;0;45721;DEU;Android;132;2023-10-04 13:54:52;4;3;Ja, aber nur selten;6;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;3;4;5;Fast immer;3;0;0;1;0;0;0;0;0;5;-;-;-;-;-;1;1;1;0;1;0;1;0;0;0;sonnenblume
117;f;64;4;Bayern;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;In fester Partnerschaft;2 Personen;Einkommen Kategorie 3;Postsekundäre nicht-tertiäre Ausbildung;Augsburg;1;86157;DEU;Android;126;2023-09-29 14:34:56;2;2;Nein, nie;3;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;3;4;Fast immer;3;1;0;0;0;0;0;0;0;4;-;-;-;-;-;0;0;1;1;1;0;0;0;1;0;Sonnenblume
118;f;17;6;Mecklenburg-Vorpommern;SchülerIn / StudentIn / In der Ausbildung;Keine Kinder (<18) im Haushalt;Ledig / Single;3 Personen;Einkommen Kategorie 3;Untere Sekundarstufe;Carpin;0;17237;DEU;iOS;227;2023-09-29 14:58:27;3;3;Ja, oft;6;Nein, kann ich mir nicht vorstellen;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;1;0;6;6;3;1;5;5;Fast immer;1;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;0;0;1;0;0;-;-;-;-;Sonnenblume
119;f;23;1;Schleswig-Holstein;Erwerbstätig (Angestellt / Selbstständig);Min. ein Kind (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;4 Personen;Einkommen Kategorie 4;Untere Sekundarstufe;Luebeck;1;23560;DEU;iOS;165;2023-09-29 14:52:37;4;5;Ja, ab und zu;6;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;6;4;6;6;Fast immer;4;0;0;0;1;0;0;0;0;6;-;-;-;-;-;0;0;0;1;0;0;0;0;1;0;Sonnenblume
120;f;63;1;Schleswig-Holstein;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 1 (niedrigste);Weniger als Grundschulbildung;Worth;0;21502;DEU;Android;108;2023-09-29 15:05:56;4;3;Ja, aber nur selten;4;Nein, kann ich mir nicht vorstellen;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;1;0;3;2;2;4;4;4;Fast immer;2;-;-;-;-;-;-;-;-;4;-;-;-;-;-;0;0;1;0;0;0;-;-;-;-;Sonnenblume
121;m;20;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 1 (niedrigste);Untere Sekundarstufe;Unna;0;59425;DEU;Android;89;2023-09-29 15:10:39;3;2;Ja, aber nur selten;3;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;1;1;0;0;0;0;1;0;1;0;-;-;-;-;-;-;3;3;4;3;3;2;Fast immer;2;0;1;1;0;0;0;0;0;3;0;1;0;0;0;-;-;-;-;-;-;1;1;1;0;Sonnenblume
122;m;20;1;Schleswig-Holstein;SchülerIn / StudentIn / In der Ausbildung;Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 1 (niedrigste);Höhere Sekundarstufe;Kiel;1;24116;DEU;iOS;91;2023-09-29 14:39:55;3;2;Ja, aber nur selten;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;3;1;2;2;Fast immer;3;0;1;1;0;0;0;0;0;5;-;-;-;-;-;1;0;0;0;0;0;1;0;0;0;Sonnenblume
123;f;47;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung;Min. ein Kind (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;Mehr als 4 Personen;Einkommen Kategorie 4;Höhere Sekundarstufe;Lindlar;0;51789;DEU;iOS;169;2023-09-29 16:00:36;3;2;Ja, ab und zu;6;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;3;6;6;6;Fast immer;3;1;0;0;0;0;0;0;0;6;-;-;-;-;-;0;1;0;0;0;0;0;0;1;0;Sonnenblume
124;f;39;1;Hamburg;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 2;Postsekundäre nicht-tertiäre Ausbildung;Hamburg;1;22175;DEU;Android;84;2023-09-29 14:46:58;3;2;Ja, aber nur selten;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;4;4;5;5;Fast immer;3;0;1;1;0;0;0;0;0;5;-;-;-;-;-;1;1;0;1;1;0;0;0;1;0;Sonnenblume
125;m;57;7;Sachsen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;4 Personen;Einkommen Kategorie 6;Höhere Sekundarstufe;Dresden;0;01129;DEU;iOS;123;2023-09-29 15:34:42;3;3;Ja, ab und zu;6;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;0;1;0;0;0;0;0;0;1;0;-;-;-;-;-;-;4;1;1;1;1;6;Fast immer;4;0;1;0;0;0;0;0;0;6;-;-;-;-;-;1;1;1;1;1;0;1;0;0;0;Sonnenblume
126;m;20;4;Bayern;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;In fester Partnerschaft;4 Personen;Einkommen Kategorie 6;Postsekundäre nicht-tertiäre Ausbildung;Hartenstein;0;91235;DEU;iOS;90;2023-09-29 15:22:27;3;3;Ja, ab und zu;5;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;0;1;0;0;0;0;0;0;0;0;-;-;-;-;-;-;4;4;3;3;2;6;Fast immer;3;0;0;1;0;0;0;0;0;4;-;-;-;-;-;0;1;0;0;0;0;1;0;0;0;Sonnenblume
127;f;54;1;Hamburg;In Rente;Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;3 Personen;Einkommen Kategorie 2;Postsekundäre nicht-tertiäre Ausbildung;Hamburg;1;22043;DEU;Android;87;2023-09-29 15:24:42;1;1;Ja, aber nur selten;4;Nein, kann ich mir nicht vorstellen;-;-;-;-;-;-;-;-;-;-;-;1;0;0;0;0;0;1;1;2;5;4;6;Fast immer;3;-;-;-;-;-;-;-;-;5;-;-;-;-;-;1;0;0;1;0;0;-;-;-;-;Sonnenblume
128;f;22;6;Mecklenburg-Vorpommern;Erwerbstätig (Angestellt / Selbstständig);Min. ein Kind (<18) im Haushalt;Ledig / Single;3 Personen;Einkommen Kategorie 1 (niedrigste);Untere Sekundarstufe;Zingst;0;18374;DEU;Android;90;2023-09-29 14:33:09;1;3;Ja, oft;4;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;0;1;0;0;1;1;1;1;1;0;-;-;-;-;-;-;4;6;6;6;6;6;Fast immer;2;0;0;1;0;0;0;0;0;4;-;-;-;-;-;1;0;0;0;0;0;1;0;0;0;Sonnenblume
129;f;49;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Min. ein Kind (<18) im Haushalt;Ledig / Single;3 Personen;Einkommen Kategorie 2;Untere Sekundarstufe;Krefeld;1;47829;DEU;Android;172;2023-09-29 14:56:49;4;3;Ja, ab und zu;6;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;6;5;6;Fast immer;1;0;0;1;1;0;0;0;0;6;-;-;-;-;-;1;1;1;1;1;0;1;0;0;0;Sonnenblume
130;m;51;5;Berlin;Erwerbstätig (Angestellt / Selbstständig);Min. ein Kind (<18) im Haushalt;In fester Partnerschaft;Mehr als 4 Personen;Einkommen Kategorie 6;Bachelor oder ähnlicher Abschluss;Berlin;1;10777;DEU;Android;157;2023-09-29 14:51:03;4;4;Ja, aber nur selten;5;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;1;1;1;1;1;1;1;1;1;0;-;-;-;-;-;-;5;4;4;4;5;5;Fast immer;4;1;1;1;1;1;1;1;0;5;-;-;-;-;-;1;1;1;1;1;0;1;1;1;0;Sonnenblume
131;m;44;4;Bayern;Erwerbstätig (Angestellt / Selbstständig);Min. ein Kind (<18) im Haushalt;In fester Partnerschaft;3 Personen;Einkommen Kategorie 5;Kurze tertiäre Ausbildung;Haimhausen;0;85778;DEU;Android;142;2023-09-29 15:04:16;3;4;Ja, aber nur selten;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4;5;5;5;5;Fast immer;3;0;1;1;0;1;1;0;0;5;-;-;-;-;-;0;1;0;0;0;0;0;1;0;0;sonnenblume
132;m;46;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;In fester Partnerschaft;2 Personen;Einkommen Kategorie 2;Untere Sekundarstufe;Bochum;1;44793;DEU;Android;82;2023-09-29 15:18:59;3;4;Ja, ab und zu;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;Fast immer;3;0;1;0;0;0;0;0;0;4;-;-;-;-;-;0;1;0;0;0;0;0;0;1;0;Sonnenblume
133;m;32;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 3;Bachelor oder ähnlicher Abschluss;Luenen;0;44532;DEU;Android;216;2023-10-02 07:33:13;3;1;Ja, aber nur selten;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;6;5;1;4;Fast immer;3;0;1;0;0;0;0;0;0;6;-;-;-;-;-;1;0;0;1;1;0;0;0;1;0;sonnenblume
134;f;65;2;Nordrhein-Westfalen;In Rente;Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;2 Personen;Einkommen Kategorie 3;Postsekundäre nicht-tertiäre Ausbildung;Coesfeld;0;48653;DEU;Android;90;2023-09-29 15:20:09;4;5;Ja, aber nur selten;6;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;6;6;6;6;Fast immer;4;0;1;0;0;0;0;0;0;6;-;-;-;-;-;1;0;0;0;0;0;1;0;0;0;Sonnenblume
135;f;60;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;2 Personen;Einkommen Kategorie 3;Untere Sekundarstufe;Nettetal;0;41334;DEU;Android;195;2023-10-04 13:55:33;4;5;Ja, aber nur selten;6;Nein, kann ich mir nicht vorstellen;-;-;-;-;-;-;-;-;-;-;-;0;1;0;0;0;0;6;6;6;6;6;6;Fast immer;4;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;0;0;1;0;0;-;-;-;-;Sonnenblume
136;f;62;3a;Hessen;In Rente;Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;3 Personen;Einkommen Kategorie 3;Weniger als Grundschulbildung;Frankfurt am Main;1;65933;DEU;iOS;179;2023-09-29 15:27:11;3;2;Ja, aber nur selten;4;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;5;4;4;4;Fast immer;2;0;1;1;0;0;0;0;0;4;-;-;-;-;-;1;0;0;1;0;0;0;1;0;0;Sonnenblume
137;m;33;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;3 Personen;Einkommen Kategorie 5;Untere Sekundarstufe;Duisburg;1;47259;DEU;Android;75;2023-09-29 14:46:04;3;3;Nein, nie;4;Nein, kann ich mir nicht vorstellen;-;-;-;-;-;-;-;-;-;-;-;1;0;0;0;0;0;3;4;1;3;3;5;Fast immer;2;-;-;-;-;-;-;-;-;4;-;-;-;-;-;0;0;0;1;0;0;-;-;-;-;Sonnenblume
138;f;53;4;Bayern;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;3 Personen;Einkommen Kategorie 5;Postsekundäre nicht-tertiäre Ausbildung;Beutelsbach;0;94501;DEU;Android;120;2023-09-29 15:22:19;1;1;Nein, nie;4;Nein, kann ich mir nicht vorstellen;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;1;0;1;1;1;6;6;6;Fast immer;1;-;-;-;-;-;-;-;-;6;-;-;-;-;-;0;0;1;0;0;0;-;-;-;-;Sonnenblume
139;f;21;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;In fester Partnerschaft;2 Personen;Einkommen Kategorie 3;Postsekundäre nicht-tertiäre Ausbildung;Duesseldorf;1;40468;DEU;iOS;96;2023-09-29 14:54:52;3;2;Ja, oft;6;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;0;0;0;0;0;0;1;1;0;0;-;-;-;-;-;-;4;5;1;5;5;5;Fast immer;3;0;1;1;0;0;0;0;0;6;-;-;-;-;-;1;1;1;1;1;0;0;0;1;0;Sonnenblume
140;f;49;1;Niedersachsen;Erwerbstätig (Angestellt / Selbstständig);Min. ein Kind (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;3 Personen;Einkommen Kategorie 3;Untere Sekundarstufe;Einbeck;0;37574;DEU;Android;113;2023-09-29 15:31:33;4;5;Ja, aber nur selten;6;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;5;6;6;6;Fast immer;4;0;1;0;0;0;0;0;0;6;-;-;-;-;-;0;0;0;1;0;0;1;0;0;0;sonnenblume
141;f;27;5;Berlin;SchülerIn / StudentIn / In der Ausbildung;Keine Kinder (<18) im Haushalt;In fester Partnerschaft;1 Person;Einkommen Kategorie 2;Untere Sekundarstufe;Berlin;1;13053;DEU;iOS;67;2023-09-29 14:41:36;3;4;Ja, oft;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;5;3;4;5;Fast immer;3;0;0;1;0;0;0;0;0;5;-;-;-;-;-;1;0;1;1;0;0;1;0;0;0;Sonnenblume
142;m;55;1;Niedersachsen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 3;Postsekundäre nicht-tertiäre Ausbildung;Soltau;0;29614;DEU;Android;528;2023-09-29 15:22:59;4;5;Ja, aber nur selten;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;5;5;5;5;6;Fast immer;3;0;1;0;0;0;0;0;0;5;-;-;-;-;-;0;0;1;0;0;0;1;0;0;0;Sonnenblume
143;m;35;1;Hamburg;Erwerbstätig (Angestellt / Selbstständig);Min. ein Kind (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;4 Personen;Einkommen Kategorie 7;Doktortitel oder ähnlicher Abschluss;Hamburg;1;20457;DEU;Android;255;2023-09-29 14:44:46;4;5;Ja, ab und zu;6;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;1;1;1;1;1;1;1;1;1;0;-;-;-;-;-;-;6;6;5;5;5;6;Fast immer;4;0;1;1;1;1;1;1;0;6;-;-;-;-;-;1;1;1;0;1;0;1;1;1;0;sonnenblume
144;f;57;1;Schleswig-Holstein;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;3 Personen;Einkommen Kategorie 1 (niedrigste);Untere Sekundarstufe;Schleswig;0;24837;DEU;iOS;122;2023-10-04 13:55:12;3;3;Ja, aber nur selten;4;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;3;5;4;4;Fast immer;3;0;1;0;0;0;0;0;0;5;-;-;-;-;-;1;0;0;0;0;0;0;0;1;0;Sonnenblume
145;m;38;3a;Hessen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 2;Postsekundäre nicht-tertiäre Ausbildung;Waechtersbach;0;63607;DEU;Android;172;2023-09-29 14:55:53;4;3;Ja, ab und zu;5;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4;4;4;4;4;Fast immer;4;0;1;0;0;0;0;0;0;5;-;-;-;-;-;1;1;0;1;1;0;0;0;1;0;Sonnenblume
146;f;59;3a;Hessen;In Rente;Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 2;Postsekundäre nicht-tertiäre Ausbildung;Wiesbaden;1;65193;DEU;iOS;139;2023-09-29 15:16:46;3;3;Ja, ab und zu;5;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;0;0;0;0;0;1;1;0;0;0;-;-;-;-;-;-;4;3;4;5;3;4;Fast immer;1;0;1;1;0;0;0;0;0;5;-;-;-;-;-;1;1;0;1;0;0;1;0;0;0;Sonnenblume
147;f;37;3b;Baden-Wuerttemberg;Nicht erwerbstätig / Nicht-arbeitend;Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 1 (niedrigste);Bachelor oder ähnlicher Abschluss;Ulm;1;89073;DEU;Android;275;2023-09-29 15:03:48;1;1;Ja, oft;5;Ja und nehme ich bereits in Anspruch/ habe es in Anspruch genommen;1;0;1;0;0;1;0;1;1;1;0;-;-;-;-;-;-;4;1;1;4;4;6;Fast immer;1;0;0;0;0;1;0;0;0;6;-;-;-;-;-;0;1;0;1;1;0;0;0;0;ich gehe ohnehin offen damit um, es ist normal für mich;Sonnenblume
148;f;58;4;Bayern;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Verheiratet / in eingetragener Partnerschaft;2 Personen;Einkommen Kategorie 6;Postsekundäre nicht-tertiäre Ausbildung;Muenchsmuenster;0;85126;DEU;Android;95;2023-09-29 15:03:27;3;3;Ja, ab und zu;4;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;4;4;4;4;Fast immer;3;0;0;0;0;1;0;0;0;4;-;-;-;-;-;0;1;0;0;0;0;0;0;1;0;Sonnenblume
149;f;61;2;Nordrhein-Westfalen;Erwerbstätig (Angestellt / Selbstständig);Keine Kinder (<18) im Haushalt;Ledig / Single;1 Person;Einkommen Kategorie 1 (niedrigste);Postsekundäre nicht-tertiäre Ausbildung;Wetter (Ruhr);0;58300;DEU;Android;190;2023-09-29 15:03:34;3;3;Ja, aber nur selten;4;Ja, aber nehme noch keine in Anspruch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;4;4;5;Fast immer;2;0;0;1;0;0;0;0;0;5;-;-;-;-;-;1;0;0;0;0;0;0;0;1;0;sonnenblume
